Source,Destination,Time,frame length,flow lengths,flow bits,Port number,Protocol,Source port number,port 1 status,port 2 status,port 3 status,routing_interface
201.0.113.19/24,68.151.104.83/24,64.530878,255,213,2040,3479,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
25.45.123.210/24,102.67.88.14/24,64.552509,726,684,5808,3481,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,64.628091,405,363,3240,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,64.660218,513,471,4104,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,102.67.88.14/24,64.725628,847,805,6776,25001,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,64.747095,544,502,4352,8801,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,64.801216,783,741,6264,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,64.831996,684,642,5472,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,64.897358,582,540,4656,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,64.918152,261,219,2088,53,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,64.9706,485,443,3880,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,65.002058,137,95,1096,3480,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,65.055262,632,590,5056,28009,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,65.087791,223,181,1784,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,65.15296,490,448,3920,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,65.173331,165,123,1320,20,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,65.238409,536,494,4288,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,65.259801,379,337,2176,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,65.32228,527,485,4216,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,65.344125,933,891,7464,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,65.397487,858,816,6864,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,65.41829,494,452,3952,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,65.470597,758,716,6064,29870,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,65.501461,413,371,3304,28050,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,65.564725,155,113,1240,45678,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,65.585072,247,205,1976,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,65.638139,843,801,6744,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,65.659984,671,629,5368,53,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,65.714707,638,596,5104,3481,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,65.735731,328,286,2624,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,65.799353,889,847,7112,3481,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,102.67.88.14/24,65.82095,573,531,4584,53,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,65.885436,630,588,5040,63045,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,68.151.104.83/24,65.905907,811,769,6488,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,65.970381,970,928,7760,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,65.990505,529,487,4232,20,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,66.066481,1150,1108,9200,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,66.087249,822,780,6576,143,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,66.162465,215,173,1720,27006,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,66.183266,939,897,7512,20,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,66.257313,418,376,3344,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,66.288408,923,881,7384,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,66.361797,975,933,7800,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,66.39359,1079,1037,8632,55008,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,66.414526,353,311,2824,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,66.466638,835,793,6680,3480,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,66.487349,872,830,6976,8806,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,66.563001,767,725,6136,8807,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,66.584367,192,150,1536,3478,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,66.64706,396,354,3168,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,66.667426,768,726,6144,27598,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,66.74216,661,619,5288,8805,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,66.773512,867,825,6936,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,66.847877,752,710,6016,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,66.880361,477,435,3816,27008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,66.945952,583,541,4664,8805,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,66.977623,883,841,7064,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,25.45.123.210/24,67.05372,704,662,5632,25061,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,67.084739,922,880,7376,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,67.147383,811,769,6488,28001,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,67.168328,121,79,968,63410,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,67.244483,732,690,5856,8802,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,67.275514,920,878,7360,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,67.35071,1406,1364,11248,3481,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,67.371293,1166,1124,9328,8804,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,67.446388,385,343,3080,80,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,67.467601,209,167,1672,27002,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,67.532573,1010,968,8080,80,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,67.554738,217,175,1736,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,67.616894,976,934,7808,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,67.648114,847,805,6776,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,67.711242,863,821,6904,443,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,67.742297,183,141,1464,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,67.806617,1250,1208,10000,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,67.838375,134,92,1072,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,67.903209,296,254,2368,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,67.935742,302,260,2416,25009,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,67.999558,304,262,2432,27005,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,68.032431,1117,1075,8936,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,37.201.76.99/24,68.096825,810,768,6480,8806,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
25.45.123.210/24,185.44.17.238/24,68.129855,910,868,7280,443,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,68.203922,741,699,5928,25008,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,68.234791,1045,1003,8360,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,68.29937,1175,1133,9400,80,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,68.321057,450,408,3600,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,68.395366,412,370,3296,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,68.415965,189,147,1512,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,68.467698,516,474,4128,53,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,68.498657,797,755,6376,8801,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,68.564809,692,650,5536,3479,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,68.586477,570,528,4560,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,37.201.76.99/24,68.662228,567,525,4536,25008,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,201.0.113.19/24,68.693677,525,483,4200,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,68.759243,637,595,5096,25008,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,185.44.17.238/24,68.790242,198,156,1584,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,68.866365,525,483,4200,80,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,68.887424,1097,1055,8776,3479,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,68.952785,680,638,5440,25001,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
102.67.88.14/24,68.151.104.83/24,68.984797,616,574,4928,3479,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
68.151.104.83/24,102.67.88.14/24,69.049068,791,749,6328,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,69.081363,538,496,4304,27002,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,69.156155,467,425,3736,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,69.188673,102,60,816,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,69.25202,1402,1360,11216,27005,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,69.272651,857,815,6856,8802,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,69.336526,799,757,6392,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,201.0.113.19/24,69.358304,632,590,5056,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,69.432356,379,337,3032,26541,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,69.464168,231,189,1848,20,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,69.52962,653,611,5224,3478,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,69.551154,695,653,5560,53,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,69.626462,416,374,3328,8805,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,69.648707,711,669,5688,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,37.201.76.99/24,69.724917,736,694,5888,3479,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,25.45.123.210/24,69.745642,380,338,3040,8805,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,25.45.123.210/24,69.808117,965,923,7720,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,69.839083,300,258,2400,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,69.891766,435,393,3480,8804,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
68.151.104.83/24,102.67.88.14/24,69.912516,707,665,5656,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,69.987444,956,914,7648,29004,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,69.997728,812,770,6496,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,70.008866,128,86,1024,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,70.084562,98,56,784,3479,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,70.10687,398,356,3184,3480,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,70.171236,891,849,7128,27061,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,70.203843,359,317,2872,443,TCP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,70.258452,990,948,7920,8808,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,102.67.88.14/24,70.291307,529,487,4232,3480,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,70.345113,836,794,6688,34879,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,70.375978,659,617,5272,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,70.419363,156,114,1248,443,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
37.201.76.99/24,201.0.113.19/24,70.451661,276,234,2208,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,70.514358,1122,1080,8976,53,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,70.548802,408,366,3264,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,70.600978,1104,1062,8832,3481,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
37.201.76.99/24,185.44.17.238/24,70.634065,1230,1188,9840,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,70.688625,322,280,2576,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,70.720878,420,378,3360,80,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
37.201.76.99/24,201.0.113.19/24,70.775623,555,513,4440,443,TCP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
185.44.17.238/24,68.151.104.83/24,70.808721,275,233,2200,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
185.44.17.238/24,68.151.104.83/24,70.87421,931,889,7448,143,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
185.44.17.238/24,68.151.104.83/24,70.905936,574,532,4592,3480,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,70.959918,165,123,1320,53,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
201.0.113.19/24,25.45.123.210/24,70.992154,1225,1183,9800,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
37.201.76.99/24,185.44.17.238/24,71.068477,389,347,3112,143,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,201.0.113.19/24,71.100918,813,771,6504,26780,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,71.153542,377,335,3016,46701,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
185.44.17.238/24,25.45.123.210/24,71.185488,1012,970,8096,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,25.45.123.210/24,71.250096,619,577,4952,8806,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
201.0.113.19/24,37.201.76.99/24,71.283499,1224,1182,9792,3479,UDP,GigabitEthernet1/0,up,up,down,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,71.336873,741,699,5928,443,TCP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
25.45.123.210/24,185.44.17.238/24,71.367829,547,505,4376,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,71.431223,469,427,3752,25009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
37.201.76.99/24,102.67.88.14/24,71.464282,594,552,4752,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
37.201.76.99/24,185.44.17.238/24,71.538741,1129,1087,9032,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
201.0.113.19/24,25.45.123.210/24,71.570861,552,510,4416,8803,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,71.637271,563,521,4504,80,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,71.668914,442,400,3536,27598,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,71.744947,980,938,7840,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,102.67.88.14/24,71.777377,756,714,6048,27008,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,68.151.104.83/24,71.841807,1033,991,8264,443,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,71.874107,467,425,3736,143,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
102.67.88.14/24,37.201.76.99/24,71.93953,454,412,3632,80,TCP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
25.45.123.210/24,102.67.88.14/24,71.971948,916,874,7328,80,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,102.67.88.14/24,72.026328,599,557,4792,55008,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,72.037285,741,699,5928,80,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
102.67.88.14/24,25.45.123.210/24,72.069635,1288,1246,10304,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
25.45.123.210/24,185.44.17.238/24,72.13474,321,279,2568,3481,UDP,GigabitEthernet0/0,up,down,down,GigabitEthernet0/0-TI-LFA
37.201.76.99/24,201.0.113.19/24,72.167189,679,637,5432,443,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
185.44.17.238/24,25.45.123.210/24,72.242328,847,805,6776,143,TCP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,72.275985,297,255,2376,20,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,72.340069,391,349,3128,53,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,72.362452,1222,1180,9776,27005,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,72.425028,803,761,6424,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,72.450246,1109,1067,8872,3479,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,72.5009,982,940,7856,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet1/0
25.45.123.210/24,201.0.113.19/24,72.525953,114,72,912,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
25.45.123.210/24,185.44.17.238/24,72.566086,306,264,2448,443,TCP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
102.67.88.14/24,25.45.123.210/24,72.591197,173,131,1384,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,68.151.104.83/24,72.630864,867,825,6936,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,102.67.88.14/24,72.656113,871,829,6968,25009,UDP,GigabitEthernet2/0,down,up,up,GigabitEthernet1/0
68.151.104.83/24,185.44.17.238/24,72.717457,264,222,2112,3480,UDP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,72.742533,794,752,6352,8805,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
102.67.88.14/24,37.201.76.99/24,72.803204,794,752,6352,34879,UDP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,72.826971,136,94,1088,3478,UDP,GigabitEthernet1/0,down,up,up,GigabitEthernet2/0
185.44.17.238/24,37.201.76.99/24,72.889394,406,364,3248,443,TCP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,72.91452,633,591,5064,63410,UDP,GigabitEthernet0/0,up,up,down,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,72.975053,523,481,4184,56009,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
201.0.113.19/24,37.201.76.99/24,73.001443,1109,1067,8872,34109,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
37.201.76.99/24,201.0.113.19/24,73.051199,632,590,5056,80,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
102.67.88.14/24,68.151.104.83/24,73.076871,564,522,4512,63201,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
37.201.76.99/24,185.44.17.238/24,73.138795,1084,1042,8672,3481,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
201.0.113.19/24,68.151.104.83/24,73.16336,983,941,7864,20,TCP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
68.151.104.83/24,102.67.88.14/24,73.224839,560,518,4480,20,TCP,GigabitEthernet0/0,up,down,up,GigabitEthernet2/0
68.151.104.83/24,185.44.17.238/24,73.24986,939,897,7512,20,TCP,GigabitEthernet2/0,down,down,up,GigabitEthernet2/0
68.151.104.83/24,102.67.88.14/24,73.301669,405,363,3240,55450,UDP,GigabitEthernet0/0,up,up,up,GigabitEthernet2/0
185.44.17.238/24,25.45.123.210/24,73.325965,606,564,4848,8809,UDP,GigabitEthernet1/0,down,up,down,GigabitEthernet1/0-TI-LFA
201.0.113.19/24,25.45.123.210/24,73.388973,728,686,5824,27451,UDP,GigabitEthernet2/0,up,down,up,GigabitEthernet0/0
201.0.113.19/24,68.151.104.83/24,73.42089,673,631,5384,3480,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet0/0
185.44.17.238/24,37.201.76.99/24,73.474119,180,138,1440,39001,UDP,GigabitEthernet1/0,up,up,up,GigabitEthernet2/0
25.45.123.210/24,201.0.113.19/24,73.506451,1135,1093,9080,20,TCP,GigabitEthernet0/0,up,up,up,GigabitEthernet1/0
